brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Cadillac,CTS 2.0L Turbo Luxury,2019,"35,566 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$26,000"
Lexus,IS-F Base,2008,"113,000 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$34,000"
Ford,Explorer XLT,2022,"20,678 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$46,000"
Porsche,911 Turbo Cabriolet,2008,"10,900 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$129,000"
Buick,LaCrosse Leather,2012,"19,079 mi.",Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,"$15,995"
Mazda,RX-8 Sport,2008,"155,500 mi.",Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$6,800"
Ford,Mustang GT Premium,2019,"35,500 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$32,300"
Mazda,Mazda6 Touring,2021,"52,253 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,"$25,215"
Ford,Ranger Edge SuperCab,2004,"110,000 mi.",Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500"
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,"59,250 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$18,999"
Ford,Thunderbird Deluxe,2004,"39,000 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,,,"$22,000"
Hummer,H2 Base,2008,"155,000 mi.",Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,"$37,000"
BMW,X5 sDrive35i,2017,"39,250 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$28,900"
BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,"$37,998"
Hyundai,Accent GLS,2014,"127,941 mi.",Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$7,500"
RAM,1500 Big Horn,2014,"124,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$24,850"
Ford,Bronco Heritage Edition Advanced,2023,"1,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,–,None reported,Yes,"$60,000"
MINI,Countryman Cooper S ALL4,2014,"70,700 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$15,750"
Cadillac,Escalade Premium,2013,"113,395 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$18,800"
Mercedes-Benz,GLE 350 GLE 350,2022,"18,815 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,"$61,998"
Toyota,4Runner Limited,2014,"65,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,"$27,999"
Audi,A8 L 55,2019,"23,350 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,"$48,000"
Lexus,ES 350 Base,2019,"39,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,"$34,000"
Toyota,4Runner Limited Nightshade,2019,"48,842 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,"$39,857"
FIAT,500 Sport,2015,"47,800 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$11,500"
Ford,Maverick XLT,2022,"52,000 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,"$28,000"
Ford,Mustang GT,2006,"16,000 mi.",Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,"$22,000"
Jeep,Wrangler Sport,2023,"7,102 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,"$40,995"
Jeep,Grand Cherokee Limited,2015,"157,000 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,"$17,000"
Ford,Mustang Mach-E GT,2023,"9,095 mi.",,480.0HP Electric Motor Electric Fuel System,A/T,Orange,Gray,None reported,Yes,"$59,000"
Jeep,Compass Sport,2010,"179,700 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$4,500"
Lexus,LS 430 Base,2006,"170,000 mi.",Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$7,500"
Rolls-Royce,Cullinan,2022,"3,420 mi.",Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Black,None reported,Yes,"$399,950"
Ford,F-250 King Ranch,2021,"93,400 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Brown,,,"$69,995"
BMW,X5 xDrive50i,2011,"110,000 mi.",Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,At least 1 accident or damage reported,Yes,"$12,000"
Porsche,911 Carrera,2016,"22,500 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,"$78,000"
Ford,Focus ST Base,2013,"20,800 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,"$19,795"
Lexus,ES 300h Base,2018,"100,868 mi.",Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,"$23,400"
Volkswagen,CC Sport,2012,"131,986 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,"$9,000"
Volkswagen,Golf SportWagen TSI S 4-Door,2016,"127,770 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,"$13,800"
Porsche,911 Carrera S,2013,"56,985 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,"$65,900"
Toyota,Prius Plug-in Base,2014,"106,000 mi.",Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Green,Beige,At least 1 accident or damage reported,Yes,"$11,800"
Ford,F-250 XLT,2019,"92,671 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$50,000"
Mercedes-Benz,S-Class S 560 4MATIC,2019,"49,500 mi.",Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$55,900"
Porsche,911 Carrera,2020,"16,741 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$112,500"
Ford,Mustang GT,2011,"133,504 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$23,500"
Cadillac,CTS 2.0L Turbo Luxury,2019,"20,296 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Red Obsession,Very Light Cashmere,None reported,,"$30,599"
Volkswagen,Jetta 1.4T R-Line,2019,"55,234 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Platinum Gray Metallic,Black / Gray,None reported,,"$19,290"
Jeep,Wrangler X,2005,"162,482 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Gray,None reported,Yes,"$11,000"
Lincoln,LS V8,2002,"42,000 mi.",Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$11,000"
Ford,F-150 Lightning LARIAT,2022,470 mi.,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Gray,None reported,Yes,"$71,900"
Mercedes-Benz,C-Class C55 AMG Sport,2006,"98,300 mi.",Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$15,900"
Audi,S6 4.0T Prestige,2013,"53,900 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,,,"$27,450"
BMW,335 i xDrive,2013,"82,849 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,"$19,999"
Porsche,911 Carrera 4S Cabriolet,2009,"25,500 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$79,995"
Kia,Forte LXS,2020,"53,452 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$16,995"
Chevrolet,Corvette Base,2004,"40,011 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,"$23,500"
Hyundai,Santa Fe Sport 2.0L Turbo,2018,"45,800 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$20,900"
RAM,1500 Laramie,2022,"15,741 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,,"$45,999"
Kia,Sorento SX Prestige,2023,"11,100 mi.",Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$40,200"
Ford,F-250 XL,2020,"36,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$44,000"
BMW,X5 xDrive35i,2013,"69,750 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$15,999"
Mercedes-Benz,C-Class C 300 4MATIC,2021,"19,162 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$38,500"
Audi,Q5 S line Premium Plus,2023,"6,046 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,,"$51,598"
Ford,Explorer XLT,2020,"17,000 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$21,000"
Audi,A6 55 Premium,2019,"10,832 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,"$42,500"
Toyota,Matrix XR,2004,"173,452 mi.",Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$4,000"
Kia,Optima SX Turbo,2017,"103,338 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Remington Red Metallic,Black,At least 1 accident or damage reported,,"$17,238"
Ford,F-150 Lariat,2022,"28,000 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$53,500"
Audi,Q8 3.0T Premium,2019,"51,984 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,"$44,870"
Chevrolet,Corvette Stingray w/2LT,2020,"8,974 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,"$79,900"
Scion,tC Anniversary Edition,2014,"99,999 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$10,998"
Mercedes-Benz,C-Class C 300,2017,"59,400 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$21,000"
Nissan,Murano SV,2020,"47,147 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Brilliant Silver Metallic,Graphite,None reported,Yes,"$23,625"
Ford,Mustang GT,2018,"53,782 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$29,950"
Ford,Taurus SHO,2011,"160,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$4,700"
Chevrolet,Tahoe LTZ,2015,500 mi.,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$37,000"
Ford,Escape SEL,2020,"42,000 mi.",Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,White,Beige,,,"$19,000"
Dodge,Grand Caravan SE,2018,"64,000 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$35,000"
Hyundai,Elantra HEV Limited,2021,"28,600 mi.",Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None reported,Yes,"$23,999"
GMC,Canyon Denali,2019,"26,339 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$36,750"
Alfa,Romeo Giulia Quadrifoglio,2018,"28,644 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$41,500"
Subaru,Impreza WRX,2008,"148,740 mi.",Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$14,500"
GMC,Sierra 2500 Denali,2021,"16,919 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$73,000"
Chevrolet,Tahoe LS,2005,"170,000 mi.",Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$9,000"
Mercedes-Benz,SL-Class SL 550,2013,"130,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$26,900"
Ford,Escape PHEV SE,2022,"1,889 mi.",Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,White,Gray,None reported,Yes,"$32,850"
Dodge,Charger GT,2018,"62,197 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,"$26,691"
Ford,F-150 XLT,2016,"71,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,–,At least 1 accident or damage reported,Yes,"$24,350"
Lexus,NX 200t Base,2016,"83,400 mi.",Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,"$22,495"
Cadillac,XT5 Base,2019,"74,414 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"$26,000"
Ford,Mustang Shelby GT500,2010,"29,816 mi.",Gasoline,540.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$38,000"
Ford,F-250 Lariat,2015,"68,749 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$45,000"
BMW,325 i,2005,"190,395 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,"$5,000"
Lamborghini,Huracan LP610-4,2015,"34,152 mi.",Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,"$185,500"
Toyota,Camry XLE,2007,"98,528 mi.",Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$7,450"
BMW,335 i,2011,"91,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$13,599"
Chevrolet,Camaro 1SS,2017,"50,850 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,"$37,000"
Mazda,MX-5 Miata Base,1999,"130,000 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,"$9,000"
Toyota,Tundra SR5 Double Cab,2005,"199,400 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$8,500"
RAM,2500 Powerwagon,2013,"84,220 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$26,500"
Mercedes-Benz,S-Class S 550 4MATIC,2016,"67,280 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$41,999"
Volkswagen,Passat 2.0T R-Line,2021,"16,538 mi.",Gasoline,2.0 Liter TSI,Automatic,Reflex Silver,Titan Black,None reported,,"$25,998"
Toyota,Tundra Platinum,2018,"66,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"$51,000"
Cadillac,Escalade Luxury,2018,"53,450 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,"$49,999"
Volkswagen,Golf Alltrack TSI SE,2018,"63,277 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$20,900"
Nissan,Altima 2.5 S,2020,"30,900 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$21,000"
Mercedes-Benz,GLA 250 Base 4MATIC,2019,"60,854 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,,"$25,498"
Ford,F-150 Platinum,2015,"85,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$31,000"
Toyota,RAV4 SE,2016,"108,130 mi.",Gasoline,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,"$18,500"
Toyota,4Runner TRD Sport,2023,"11,400 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$46,000"
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,"63,300 mi.",Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$22,800"
Tesla,Model Y Performance,2020,"27,500 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$44,000"
BMW,X5 xDrive 35i Sport Activity,2012,"122,600 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,900"
Dodge,Charger Base,2006,"145,565 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,500"
Ford,Transit-250 Base,2016,"66,500 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$27,000"
BMW,330 i xDrive,2017,"75,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$20,000"
Mazda,CX-5 Grand Touring,2021,"24,781 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Machine Gray Metallic,Black,,,"$28,991"
BMW,X5 M Base,2013,"67,000 mi.",Gasoline,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$24,500"
Audi,Q5 2.0T Premium Plus,2019,"24,500 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,"$31,000"
Audi,S5 3.0T Prestige,2013,"37,500 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$26,000"
Nissan,GT-R Premium,2013,"101,000 mi.",Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$59,000"
Tesla,Model 3 Long Range,2020,"25,000 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Black,None reported,Yes,"$49,995"
Toyota,Camry Solara SLE V6,2000,"245,000 mi.",Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$2,500"
Tesla,Model Y Long Range,2021,"49,252 mi.",,Electric,1-Speed Automatic,Deep Blue Metallic,Black,None reported,,"$37,999"
Buick,Cascada Base,2016,"103,814 mi.",Gasoline,200.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$14,995"
Toyota,4Runner Venture,2021,"27,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$48,500"
BMW,530 i xDrive,2021,"60,942 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacier Silver Metallic,Black,None reported,Yes,"$32,085"
BMW,535 i xDrive,2011,"100,780 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$12,000"
Tesla,Model S 100D,2018,"65,000 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$41,000"
Lexus,GX 460 Base,2012,"167,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$19,470"
Chevrolet,Trailblazer SS,2008,"161,000 mi.",Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$17,000"
Subaru,Impreza WRX,2005,"90,200 mi.",Gasoline,227.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,None reported,Yes,"$12,499"
Volkswagen,Passat 2.5 SE,2012,"159,870 mi.",Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$9,750"
Porsche,911 Carrera Cabriolet,1996,"38,000 mi.",–,–,Transmission w/Dual Shift Mode,Blue,Gray,,,"$75,000"
Audi,Q5 40 Premium,2022,"14,550 mi.",Hybrid,201.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Silver,Brown,None reported,Yes,"$41,500"
INFINITI,Q60 3.0t Red Sport 400,2018,"38,000 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,Yes,"$32,000"
Chevrolet,Camaro Z28,2002,"35,515 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,"$21,000"
Mazda,Protege DX,1993,"94,200 mi.",–,–,A/T,Gray,–,At least 1 accident or damage reported,Yes,"$2,500"
Mercedes-Benz,SL-Class SL550 Roadster,2008,"33,300 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$34,500"
Mercedes-Benz,C-Class C 300 4MATIC,2016,"90,189 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"$17,995"
Land,Rover Range Rover Autobiography,2023,"1,148 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Carpathian Grey,Ebony,None reported,,"$193,063"
Mercedes-Benz,SLK-Class SLK320,2001,"59,500 mi.",Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,"$6,500"
Ford,Transit-350 XL,2017,"134,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$26,500"
Buick,Enclave Premium,2014,"86,281 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$18,900"
Porsche,Cayenne AWD,2020,"34,580 mi.",Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,"$56,000"
